Table_Name,State_Code,District_Code,Area_Name,Total_Rural_Urban,Age_Group,Total_Disabled_Persons,Total_Disabled_Males,Total_Disabled_Females,Seeing_P,Seeing_M,Seeing_F,Hearing_P,Hearing_M,Hearing_F,Speech_P,Speech_M,Speech_F,Movement_P,Movement_M,Movement_F,Mental_Retardation_P,Mental_Retardation_M,Mental_Retardation_F,Mental_Illness_P,Mental_Illness_M,Mental_Illness_F,Other_Disability_P,Other_Disability_M,Other_Disability_F,Multiple_Disability_P,Multiple_Disability_M,Multiple_Disability_F
C5020SC,32,590,District-Wayanad,Urban,40-49,7,5,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0
C5020SC,32,590,District-Wayanad,Urban,50-59,10,8,2,3,3,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,3,3,0,0,0,0
C5020SC,32,590,District-Wayanad,Urban,60-69,11,8,3,4,1,3,0,0,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0
C5020SC,32,590,District-Wayanad,Urban,70-79,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
C5020SC,32,590,District-Wayanad,Urban,80-89,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5020SC,32,590,District-Wayanad,Urban,90+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C5020SC,32,590,District-Wayanad,Urban,Age Not Stated,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5020SC,32,591,District-Kozhikode,Total,Total,6035,3107,2928,1170,507,663,871,400,471,390,226,164,1369,836,533,356,168,188,438,196,242,683,349,334,758,425,333
C5020SC,32,591,District-Kozhikode,Total,0-4,110,64,46,9,4,5,22,9,13,5,3,2,17,10,7,2,2,0,1,1,0,37,23,14,17,12,5
C5020SC,32,591,District-Kozhikode,Total,5-9,221,122,99,26,16,10,35,18,17,36,21,15,31,19,12,23,16,7,2,2,0,35,11,24,33,19,14
C5020SC,32,591,District-Kozhikode,Total,10-19,528,285,243,79,43,36,96,49,47,56,39,17,43,21,22,83,37,46,6,2,4,79,46,33,86,48,38
C5020SC,32,591,District-Kozhikode,Total,20-29,589,337,252,68,39,29,89,46,43,54,31,23,103,66,37,65,28,37,49,27,22,72,45,27,89,55,34
C5020SC,32,591,District-Kozhikode,Total,30-39,839,433,406,98,53,45,111,47,64,67,31,36,194,114,80,90,45,45,86,43,43,92,42,50,101,58,43
C5020SC,32,591,District-Kozhikode,Total,40-49,928,483,445,159,64,95,112,57,55,73,42,31,239,157,82,47,21,26,99,39,60,112,50,62,87,53,34
C5020SC,32,591,District-Kozhikode,Total,50-59,898,486,412,204,82,122,108,47,61,40,24,16,265,182,83,23,10,13,90,46,44,94,51,43,74,44,30
C5020SC,32,591,District-Kozhikode,Total,60-69,880,443,437,238,95,143,101,39,62,36,20,16,256,161,95,17,7,10,64,26,38,86,48,38,82,47,35
C5020SC,32,591,District-Kozhikode,Total,70-79,616,274,342,172,62,110,108,48,60,14,10,4,159,82,77,5,2,3,31,6,25,45,20,25,82,44,38
C5020SC,32,591,District-Kozhikode,Total,80-89,335,135,200,95,39,56,67,27,40,8,4,4,50,19,31,1,0,1,10,4,6,25,11,14,79,31,48
C5020SC,32,591,District-Kozhikode,Total,90+,82,40,42,20,9,11,21,12,9,0,0,0,11,4,7,0,0,0,0,0,0,3,2,1,27,13,14
C5020SC,32,591,District-Kozhikode,Total,Age Not Stated,9,5,4,2,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,1,1,0
C5020SC,32,591,District-Kozhikode,Rural,Total,2504,1286,1218,524,214,310,351,154,197,153,86,67,553,343,210,137,68,69,176,81,95,279,141,138,331,199,132
C5020SC,32,591,District-Kozhikode,Rural,0-4,33,18,15,2,1,1,6,0,6,2,2,0,4,3,1,1,1,0,1,1,0,11,6,5,6,4,2
C5020SC,32,591,District-Kozhikode,Rural,5-9,84,45,39,12,6,6,15,5,10,14,7,7,15,11,4,4,4,0,1,1,0,13,4,9,10,7,3
C5020SC,32,591,District-Kozhikode,Rural,10-19,208,110,98,26,10,16,34,21,13,24,16,8,18,7,11,36,15,21,4,1,3,30,18,12,36,22,14
C5020SC,32,591,District-Kozhikode,Rural,20-29,243,144,99,32,16,16,33,17,16,18,8,10,54,41,13,25,11,14,18,9,9,26,18,8,37,24,13
C5020SC,32,591,District-Kozhikode,Rural,30-39,360,174,186,51,22,29,46,15,31,22,9,13,83,49,34,39,19,20,34,16,18,37,17,20,48,27,21
C5020SC,32,591,District-Kozhikode,Rural,40-49,383,199,184,74,30,44,42,17,25,30,17,13,93,63,30,21,9,12,35,17,18,50,22,28,38,24,14
C5020SC,32,591,District-Kozhikode,Rural,50-59,368,196,172,89,34,55,44,20,24,18,11,7,99,63,36,5,4,1,40,20,20,41,22,19,32,22,10
C5020SC,32,591,District-Kozhikode,Rural,60-69,352,177,175,103,41,62,46,19,27,13,9,4,91,55,36,5,4,1,26,10,16,35,20,15,33,19,14
C5020SC,32,591,District-Kozhikode,Rural,70-79,275,130,145,76,29,47,44,21,23,9,6,3,70,38,32,1,1,0,13,4,9,19,6,13,43,25,18
C5020SC,32,591,District-Kozhikode,Rural,80-89,149,68,81,44,19,25,30,12,18,3,1,2,20,10,10,0,0,0,4,2,2,15,7,8,33,17,16
C5020SC,32,591,District-Kozhikode,Rural,90+,45,23,22,13,5,8,11,7,4,0,0,0,6,3,3,0,0,0,0,0,0,1,1,0,14,7,7
C5020SC,32,591,District-Kozhikode,Rural,Age Not Stated,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
C5020SC,32,591,District-Kozhikode,Urban,Total,3531,1821,1710,646,293,353,520,246,274,237,140,97,816,493,323,219,100,119,262,115,147,404,208,196,427,226,201
C5020SC,32,591,District-Kozhikode,Urban,0-4,77,46,31,7,3,4,16,9,7,3,1,2,13,7,6,1,1,0,0,0,0,26,17,9,11,8,3
C5020SC,32,591,District-Kozhikode,Urban,5-9,137,77,60,14,10,4,20,13,7,22,14,8,16,8,8,19,12,7,1,1,0,22,7,15,23,12,11
C5020SC,32,591,District-Kozhikode,Urban,10-19,320,175,145,53,33,20,62,28,34,32,23,9,25,14,11,47,22,25,2,1,1,49,28,21,50,26,24
C5020SC,32,591,District-Kozhikode,Urban,20-29,346,193,153,36,23,13,56,29,27,36,23,13,49,25,24,40,17,23,31,18,13,46,27,19,52,31,21
C5020SC,32,591,District-Kozhikode,Urban,30-39,479,259,220,47,31,16,65,32,33,45,22,23,111,65,46,51,26,25,52,27,25,55,25,30,53,31,22
C5020SC,32,591,District-Kozhikode,Urban,40-49,545,284,261,85,34,51,70,40,30,43,25,18,146,94,52,26,12,14,64,22,42,62,28,34,49,29,20
C5020SC,32,591,District-Kozhikode,Urban,50-59,530,290,240,115,48,67,64,27,37,22,13,9,166,119,47,18,6,12,50,26,24,53,29,24,42,22,20
C5020SC,32,591,District-Kozhikode,Urban,60-69,528,266,262,135,54,81,55,20,35,23,11,12,165,106,59,12,3,9,38,16,22,51,28,23,49,28,21
C5020SC,32,591,District-Kozhikode,Urban,70-79,341,144,197,96,33,63,64,27,37,5,4,1,89,44,45,4,1,3,18,2,16,26,14,12,39,19,20
C5020SC,32,591,District-Kozhikode,Urban,80-89,186,67,119,51,20,31,37,15,22,5,3,2,30,9,21,1,0,1,6,2,4,10,4,6,46,14,32
C5020SC,32,591,District-Kozhikode,Urban,90+,37,17,20,7,4,3,10,5,5,0,0,0,5,1,4,0,0,0,0,0,0,2,1,1,13,6,7
C5020SC,32,591,District-Kozhikode,Urban,Age Not Stated,5,3,2,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0
C5020SC,32,592,District-Malappuram,Total,Total,6543,3339,3204,1147,502,645,847,379,468,330,196,134,1507,915,592,457,249,208,533,242,291,870,434,436,852,422,430
C5020SC,32,592,District-Malappuram,Total,0-4,128,61,67,9,3,6,24,11,13,1,1,0,18,11,7,4,4,0,0,0,0,50,19,31,22,12,10
C5020SC,32,592,District-Malappuram,Total,5-9,251,131,120,35,20,15,24,14,10,26,11,15,32,18,14,20,11,9,1,0,1,53,25,28,60,32,28
C5020SC,32,592,District-Malappuram,Total,10-19,751,413,338,100,44,56,87,49,38,77,47,30,103,59,44,111,62,49,22,15,7,97,53,44,154,84,70
C5020SC,32,592,District-Malappuram,Total,20-29,965,537,428,98,57,41,107,57,50,72,37,35,214,130,84,146,86,60,63,36,27,124,62,62,141,72,69
C5020SC,32,592,District-Malappuram,Total,30-39,909,499,410,86,37,49,105,52,53,44,26,18,250,161,89,90,48,42,119,56,63,125,69,56,90,50,40
C5020SC,32,592,District-Malappuram,Total,40-49,993,527,466,187,92,95,114,48,66,39,24,15,259,167,92,35,16,19,139,67,72,134,71,63,86,42,44
C5020SC,32,592,District-Malappuram,Total,50-59,860,451,409,185,84,101,102,42,60,34,25,9,225,149,76,25,12,13,89,36,53,123,58,65,77,45,32
C5020SC,32,592,District-Malappuram,Total,60-69,818,381,437,214,86,128,112,41,71,22,14,8,227,133,94,19,9,10,68,26,42,86,43,43,70,29,41
C5020SC,32,592,District-Malappuram,Total,70-79,570,234,336,163,61,102,114,42,72,12,8,4,117,62,55,5,1,4,18,3,15,61,29,32,80,28,52
C5020SC,32,592,District-Malappuram,Total,80-89,251,88,163,62,16,46,50,19,31,3,3,0,54,22,32,0,0,0,12,2,10,14,4,10,56,22,34
C5020SC,32,592,District-Malappuram,Total,90+,39,14,25,7,2,5,8,4,4,0,0,0,8,3,5,0,0,0,0,0,0,1,0,1,15,5,10
C5020SC,32,592,District-Malappuram,Total,Age Not Stated,8,3,5,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,2,1,1,1,1,0
C5020SC,32,592,District-Malappuram,Rural,Total,4000,2038,1962,745,342,403,519,230,289,208,125,83,881,528,353,266,142,124,337,151,186,542,274,268,502,246,256
C5020SC,32,592,District-Malappuram,Rural,0-4,79,40,39,7,3,4,13,5,8,1,1,0,12,9,3,3,3,0,0,0,0,32,13,19,11,6,5
C5020SC,32,592,District-Malappuram,Rural,5-9,163,85,78,24,13,11,16,9,7,17,8,9,21,12,9,14,8,6,1,0,1,36,19,17,34,16,18
C5020SC,32,592,District-Malappuram,Rural,10-19,464,257,207,59,25,34,51,32,19,52,35,17,59,35,24,71,36,35,14,10,4,58,30,28,100,54,46
C5020SC,32,592,District-Malappuram,Rural,20-29,599,332,267,64,36,28,74,38,36,47,27,20,136,82,54,86,49,37,39,22,17,79,43,36,74,35,39
C5020SC,32,592,District-Malappuram,Rural,30-39,546,295,251,61,28,33,47,22,25,25,14,11,148,92,56,47,27,20,79,37,42,81,43,38,58,32,26
C5020SC,32,592,District-Malappuram,Rural,40-49,615,324,291,116,55,61,72,28,44,23,12,11,155,102,53,19,9,10,90,42,48,85,49,36,55,27,28
C5020SC,32,592,District-Malappuram,Rural,50-59,508,257,251,128,62,66,66,27,39,20,14,6,110,70,40,10,4,6,56,21,35,73,34,39,45,25,20
C5020SC,32,592,District-Malappuram,Rural,60-69,506,242,264,141,65,76,69,27,42,13,7,6,137,80,57,12,6,6,41,15,26,53,25,28,40,17,23
C5020SC,32,592,District-Malappuram,Rural,70-79,344,144,200,105,43,62,75,28,47,8,5,3,63,32,31,2,0,2,11,3,8,34,15,19,46,18,28
C5020SC,32,592,District-Malappuram,Rural,80-89,145,51,94,37,11,26,30,11,19,2,2,0,35,13,22,0,0,0,4,0,4,9,2,7,28,12,16
C5020SC,32,592,District-Malappuram,Rural,90+,25,8,17,3,1,2,6,3,3,0,0,0,5,1,4,0,0,0,0,0,0,1,0,1,10,3,7
C5020SC,32,592,District-Malappuram,Rural,Age Not Stated,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,1,1,0,1,1,0
C5020SC,32,592,District-Malappuram,Urban,Total,2543,1301,1242,402,160,242,328,149,179,122,71,51,626,387,239,191,107,84,196,91,105,328,160,168,350,176,174
C5020SC,32,592,District-Malappuram,Urban,0-4,49,21,28,2,0,2,11,6,5,0,0,0,6,2,4,1,1,0,0,0,0,18,6,12,11,6,5
C5020SC,32,592,District-Malappuram,Urban,5-9,88,46,42,11,7,4,8,5,3,9,3,6,11,6,5,6,3,3,0,0,0,17,6,11,26,16,10
C5020SC,32,592,District-Malappuram,Urban,10-19,287,156,131,41,19,22,36,17,19,25,12,13,44,24,20,40,26,14,8,5,3,39,23,16,54,30,24
C5020SC,32,592,District-Malappuram,Urban,20-29,366,205,161,34,21,13,33,19,14,25,10,15,78,48,30,60,37,23,24,14,10,45,19,26,67,37,30
C5020SC,32,592,District-Malappuram,Urban,30-39,363,204,159,25,9,16,58,30,28,19,12,7,102,69,33,43,21,22,40,19,21,44,26,18,32,18,14
C5020SC,32,592,District-Malappuram,Urban,40-49,378,203,175,71,37,34,42,20,22,16,12,4,104,65,39,16,7,9,49,25,24,49,22,27,31,15,16
C5020SC,32,592,District-Malappuram,Urban,50-59,352,194,158,57,22,35,36,15,21,14,11,3,115,79,36,15,8,7,33,15,18,50,24,26,32,20,12
C5020SC,32,592,District-Malappuram,Urban,60-69,312,139,173,73,21,52,43,14,29,9,7,2,90,53,37,7,3,4,27,11,16,33,18,15,30,12,18
C5020SC,32,592,District-Malappuram,Urban,70-79,226,90,136,58,18,40,39,14,25,4,3,1,54,30,24,3,1,2,7,0,7,27,14,13,34,10,24
C5020SC,32,592,District-Malappuram,Urban,80-89,106,37,69,25,5,20,20,8,12,1,1,0,19,9,10,0,0,0,8,2,6,5,2,3,28,10,18
C5020SC,32,592,District-Malappuram,Urban,90+,14,6,8,4,1,3,2,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,5,2,3
C5020SC,32,592,District-Malappuram,Urban,Age Not Stated,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5020SC,32,593,District-Palakkad,Total,Total,9186,4552,4634,1549,676,873,1471,632,839,555,295,260,2111,1240,871,525,267,258,654,278,376,1227,609,618,1094,555,539
C5020SC,32,593,District-Palakkad,Total,0-4,159,92,67,15,9,6,37,17,20,7,6,1,26,16,10,5,4,1,1,0,1,61,36,25,7,4,3
C5020SC,32,593,District-Palakkad,Total,5-9,320,170,150,35,15,20,43,21,22,51,29,22,35,26,9,38,21,17,1,0,1,52,30,22,65,28,37
C5020SC,32,593,District-Palakkad,Total,10-19,1019,594,425,109,61,48,136,76,60,112,70,42,152,89,63,136,76,60,13,10,3,159,82,77,202,130,72
C5020SC,32,593,District-Palakkad,Total,20-29,1225,672,553,106,60,46,159,86,73,111,59,52,283,182,101,146,75,71,106,55,51,167,75,92,147,80,67
C5020SC,32,593,District-Palakkad,Total,30-39,1165,593,572,139,60,79,145,75,70,96,48,48,286,170,116,83,39,44,142,77,65,173,75,98,101,49,52
C5020SC,32,593,District-Palakkad,Total,40-49,1240,637,603,191,100,91,174,85,89,61,22,39,340,202,138,53,23,30,157,65,92,178,92,86,86,48,38
C5020SC,32,593,District-Palakkad,Total,50-59,1132,583,549,197,85,112,169,69,100,54,27,27,332,208,124,22,11,11,112,46,66,155,82,73,91,55,36
C5020SC,32,593,District-Palakkad,Total,60-69,1384,635,749,359,144,215,249,82,167,38,23,15,335,194,141,24,11,13,79,19,60,171,90,81,129,72,57
C5020SC,32,593,District-Palakkad,Total,70-79,990,370,620,269,95,174,219,70,149,19,8,11,210,103,107,14,7,7,36,6,30,80,34,46,143,47,96
C5020SC,32,593,District-Palakkad,Total,80-89,444,174,270,112,39,73,115,46,69,5,3,2,88,43,45,2,0,2,6,0,6,23,10,13,93,33,60
C5020SC,32,593,District-Palakkad,Total,90+,101,28,73,17,8,9,24,5,19,1,0,1,21,4,17,1,0,1,1,0,1,8,3,5,28,8,20
C5020SC,32,593,District-Palakkad,Total,Age Not Stated,7,4,3,0,0,0,1,0,1,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,2,1,1
C5020SC,32,593,District-Palakkad,Rural,Total,7410,3683,3727,1272,556,716,1205,528,677,474,246,228,1696,1007,689,423,221,202,511,214,297,993,492,501,836,419,417
C5020SC,32,593,District-Palakkad,Rural,0-4,134,81,53,14,8,6,31,15,16,6,5,1,20,14,6,5,4,1,1,0,1,50,31,19,7,4,3
C5020SC,32,593,District-Palakkad,Rural,5-9,264,146,118,31,15,16,35,18,17,44,24,20,34,25,9,31,17,14,1,0,1,44,27,17,44,20,24
C5020SC,32,593,District-Palakkad,Rural,10-19,824,478,346,90,49,41,114,65,49,99,62,37,123,71,52,109,64,45,11,8,3,134,69,65,144,90,54
C5020SC,32,593,District-Palakkad,Rural,20-29,998,546,452,85,49,36,124,68,56,92,49,43,235,150,85,116,58,58,84,46,38,144,65,79,118,61,57
C5020SC,32,593,District-Palakkad,Rural,30-39,949,466,483,117,51,66,126,66,60,79,37,42,232,132,100,68,31,37,107,49,58,141,60,81,79,40,39
C5020SC,32,593,District-Palakkad,Rural,40-49,976,507,469,150,78,72,143,73,70,53,19,34,268,160,108,39,18,21,117,52,65,137,69,68,69,38,31
C5020SC,32,593,District-Palakkad,Rural,50-59,896,470,426,160,73,87,137,57,80,42,20,22,269,171,98,19,11,8,88,37,51,113,61,52,68,40,28
C5020SC,32,593,District-Palakkad,Rural,60-69,1135,521,614,299,117,182,197,69,128,35,20,15,270,160,110,21,11,10,67,16,51,142,71,71,104,57,47
C5020SC,32,593,District-Palakkad,Rural,70-79,802,306,496,222,80,142,186,57,129,19,8,11,159,83,76,13,7,6,29,6,23,62,27,35,112,38,74
C5020SC,32,593,District-Palakkad,Rural,80-89,344,133,211,89,29,60,90,36,54,4,2,2,69,34,35,1,0,1,6,0,6,19,9,10,66,23,43
C5020SC,32,593,District-Palakkad,Rural,90+,84,26,58,15,7,8,21,4,17,1,0,1,14,4,10,1,0,1,0,0,0,7,3,4,25,8,17
C5020SC,32,593,District-Palakkad,Rural,Age Not Stated,4,3,1,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
C5020SC,32,593,District-Palakkad,Urban,Total,1776,869,907,277,120,157,266,104,162,81,49,32,415,233,182,102,46,56,143,64,79,234,117,117,258,136,122
C5020SC,32,593,District-Palakkad,Urban,0-4,25,11,14,1,1,0,6,2,4,1,1,0,6,2,4,0,0,0,0,0,0,11,5,6,0,0,0
C5020SC,32,593,District-Palakkad,Urban,5-9,56,24,32,4,0,4,8,3,5,7,5,2,1,1,0,7,4,3,0,0,0,8,3,5,21,8,13
C5020SC,32,593,District-Palakkad,Urban,10-19,195,116,79,19,12,7,22,11,11,13,8,5,29,18,11,27,12,15,2,2,0,25,13,12,58,40,18
C5020SC,32,593,District-Palakkad,Urban,20-29,227,126,101,21,11,10,35,18,17,19,10,9,48,32,16,30,17,13,22,9,13,23,10,13,29,19,10
C5020SC,32,593,District-Palakkad,Urban,30-39,216,127,89,22,9,13,19,9,10,17,11,6,54,38,16,15,8,7,35,28,7,32,15,17,22,9,13
C5020SC,32,593,District-Palakkad,Urban,40-49,264,130,134,41,22,19,31,12,19,8,3,5,72,42,30,14,5,9,40,13,27,41,23,18,17,10,7
C5020SC,32,593,District-Palakkad,Urban,50-59,236,113,123,37,12,25,32,12,20,12,7,5,63,37,26,3,0,3,24,9,15,42,21,21,23,15,8
C5020SC,32,593,District-Palakkad,Urban,60-69,249,114,135,60,27,33,52,13,39,3,3,0,65,34,31,3,0,3,12,3,9,29,19,10,25,15,10
C5020SC,32,593,District-Palakkad,Urban,70-79,188,64,124,47,15,32,33,13,20,0,0,0,51,20,31,1,0,1,7,0,7,18,7,11,31,9,22
C5020SC,32,593,District-Palakkad,Urban,80-89,100,41,59,23,10,13,25,10,15,1,1,0,19,9,10,1,0,1,0,0,0,4,1,3,27,10,17
C5020SC,32,593,District-Palakkad,Urban,90+,17,2,15,2,1,1,3,1,2,0,0,0,7,0,7,0,0,0,1,0,1,1,0,1,3,0,3
C5020SC,32,593,District-Palakkad,Urban,Age Not Stated,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1
C5020SC,32,594,District-Thrissur,Total,Total,7735,3874,3861,1116,487,629,1125,448,677,374,214,160,1910,1119,791,538,269,269,810,387,423,891,461,430,971,489,482
C5020SC,32,594,District-Thrissur,Total,0-4,117,74,43,8,3,5,21,13,8,2,2,0,20,10,10,14,9,5,3,2,1,35,26,9,14,9,5
C5020SC,32,594,District-Thrissur,Total,5-9,243,133,110,23,9,14,25,14,11,26,18,8,40,24,16,37,22,15,4,2,2,32,21,11,56,23,33
C5020SC,32,594,District-Thrissur,Total,10-19,621,376,245,56,30,26,79,47,32,60,36,24,94,66,28,117,66,51,9,6,3,84,48,36,122,77,45
C5020SC,32,594,District-Thrissur,Total,20-29,832,468,364,87,51,36,106,56,50,45,24,21,167,90,77,124,68,56,84,53,31,94,55,39,125,71,54
C5020SC,32,594,District-Thrissur,Total,30-39,1129,582,547,94,46,48,128,50,78,71,34,37,303,185,118,111,50,61,162,86,76,130,62,68,130,69,61
C5020SC,32,594,District-Thrissur,Total,40-49,1227,655,572,138,58,80,133,54,79,67,43,24,303,196,107,76,33,43,228,120,108,163,83,80,119,68,51
C5020SC,32,594,District-Thrissur,Total,50-59,1170,619,551,180,89,91,150,52,98,43,27,16,373,227,146,34,11,23,147,69,78,141,77,64,102,67,35
C5020SC,32,594,District-Thrissur,Total,60-69,1055,472,583,236,92,144,162,56,106,34,17,17,307,176,131,15,5,10,87,29,58,116,57,59,98,40,58
C5020SC,32,594,District-Thrissur,Total,70-79,837,327,510,192,72,120,178,56,122,17,7,10,204,108,96,6,5,1,61,17,44,69,20,49,110,42,68
C5020SC,32,594,District-Thrissur,Total,80-89,418,145,273,79,33,46,124,43,81,8,5,3,87,32,55,2,0,2,22,2,20,23,9,14,73,21,52
C5020SC,32,594,District-Thrissur,Total,90+,81,19,62,23,4,19,18,7,11,0,0,0,11,4,7,2,0,2,2,0,2,3,2,1,22,2,20
C5020SC,32,594,District-Thrissur,Total,Age Not Stated,5,4,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
C5020SC,32,594,District-Thrissur,Rural,Total,2963,1513,1450,452,205,247,465,177,288,144,90,54,755,444,311,199,108,91,309,147,162,309,165,144,330,177,153
C5020SC,32,594,District-Thrissur,Rural,0-4,43,30,13,2,2,0,6,4,2,0,0,0,10,6,4,7,5,2,1,0,1,13,12,1,4,1,3
C5020SC,32,594,District-Thrissur,Rural,5-9,78,51,27,8,4,4,8,5,3,8,6,2,17,13,4,9,8,1,1,1,0,12,7,5,15,7,8
C5020SC,32,594,District-Thrissur,Rural,10-19,258,158,100,23,13,10,35,19,16,31,20,11,48,30,18,50,33,17,2,1,1,33,16,17,36,26,10
C5020SC,32,594,District-Thrissur,Rural,20-29,330,191,139,35,21,14,44,22,22,26,17,9,73,36,37,45,24,21,36,26,10,31,21,10,40,24,16
C5020SC,32,594,District-Thrissur,Rural,30-39,410,226,184,30,20,10,53,18,35,21,14,7,113,70,43,42,22,20,68,37,31,42,24,18,41,21,20
C5020SC,32,594,District-Thrissur,Rural,40-49,481,252,229,58,24,34,60,24,36,23,13,10,114,70,44,32,12,20,86,46,40,63,37,26,45,26,19
C5020SC,32,594,District-Thrissur,Rural,50-59,420,212,208,65,32,33,60,20,40,15,7,8,139,85,54,11,3,8,50,18,32,42,19,23,38,28,10
C5020SC,32,594,District-Thrissur,Rural,60-69,388,179,209,95,38,57,64,24,40,13,7,6,114,65,49,2,1,1,26,10,16,39,19,20,35,15,20
C5020SC,32,594,District-Thrissur,Rural,70-79,350,137,213,94,36,58,75,18,57,3,2,1,87,49,38,0,0,0,25,6,19,27,7,20,39,19,20
C5020SC,32,594,District-Thrissur,Rural,80-89,166,69,97,30,14,16,51,20,31,4,4,0,36,19,17,1,0,1,11,1,10,6,2,4,27,9,18
C5020SC,32,594,District-Thrissur,Rural,90+,37,7,30,12,1,11,8,3,5,0,0,0,4,1,3,0,0,0,2,0,2,1,1,0,10,1,9
C5020SC,32,594,District-Thrissur,Rural,Age Not Stated,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C5020SC,32,594,District-Thrissur,Urban,Total,4772,2361,2411,664,282,382,660,271,389,230,124,106,1155,675,480,339,161,178,501,240,261,582,296,286,641,312,329
C5020SC,32,594,District-Thrissur,Urban,0-4,74,44,30,6,1,5,15,9,6,2,2,0,10,4,6,7,4,3,2,2,0,22,14,8,10,8,2
C5020SC,32,594,District-Thrissur,Urban,5-9,165,82,83,15,5,10,17,9,8,18,12,6,23,11,12,28,14,14,3,1,2,20,14,6,41,16,25
C5020SC,32,594,District-Thrissur,Urban,10-19,363,218,145,33,17,16,44,28,16,29,16,13,46,36,10,67,33,34,7,5,2,51,32,19,86,51,35
C5020SC,32,594,District-Thrissur,Urban,20-29,502,277,225,52,30,22,62,34,28,19,7,12,94,54,40,79,44,35,48,27,21,63,34,29,85,47,38
C5020SC,32,594,District-Thrissur,Urban,30-39,719,356,363,64,26,38,75,32,43,50,20,30,190,115,75,69,28,41,94,49,45,88,38,50,89,48,41
C5020SC,32,594,District-Thrissur,Urban,40-49,746,403,343,80,34,46,73,30,43,44,30,14,189,126,63,44,21,23,142,74,68,100,46,54,74,42,32
C5020SC,32,594,District-Thrissur,Urban,50-59,750,407,343,115,57,58,90,32,58,28,20,8,234,142,92,23,8,15,97,51,46,99,58,41,64,39,25
C5020SC,32,594,District-Thrissur,Urban,60-69,667,293,374,141,54,87,98,32,66,21,10,11,193,111,82,13,4,9,61,19,42,77,38,39,63,25,38
C5020SC,32,594,District-Thrissur,Urban,70-79,487,190,297,98,36,62,103,38,65,14,5,9,117,59,58,6,5,1,36,11,25,42,13,29,71,23,48
C5020SC,32,594,District-Thrissur,Urban,80-89,252,76,176,49,19,30,73,23,50,4,1,3,51,13,38,1,0,1,11,1,10,17,7,10,46,12,34
C5020SC,32,594,District-Thrissur,Urban,90+,44,12,32,11,3,8,10,4,6,0,0,0,7,3,4,2,0,2,0,0,0,2,1,1,12,1,11
C5020SC,32,594,District-Thrissur,Urban,Age Not Stated,3,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C5020SC,32,595,District-Ernakulam,Total,Total,6657,3428,3229,960,442,518,1011,433,578,305,164,141,1512,890,622,474,262,212,710,347,363,878,474,404,807,416,391
C5020SC,32,595,District-Ernakulam,Total,0-4,104,52,52,8,4,4,28,14,14,4,4,0,18,10,8,6,2,4,0,0,0,29,14,15,11,4,7
C5020SC,32,595,District-Ernakulam,Total,5-9,220,113,107,20,10,10,27,12,15,19,9,10,36,16,20,33,21,12,2,1,1,38,22,16,45,22,23
C5020SC,32,595,District-Ernakulam,Total,10-19,580,340,240,69,38,31,79,32,47,44,29,15,77,51,26,113,73,40,12,5,7,82,46,36,104,66,38
C5020SC,32,595,District-Ernakulam,Total,20-29,743,419,324,62,40,22,108,56,52,50,28,22,126,82,44,113,56,57,57,27,30,117,65,52,110,65,45
C5020SC,32,595,District-Ernakulam,Total,30-39,949,499,450,71,33,38,136,63,73,58,25,33,198,121,77,87,47,40,150,81,69,134,71,63,115,58,57
C5020SC,32,595,District-Ernakulam,Total,40-49,1194,645,549,150,73,77,143,67,76,45,21,24,281,171,110,60,32,28,235,123,112,168,91,77,112,67,45
